City,Link,Time,Temperature F,Temperature C
Ashgabat,https://www.timeanddate.com/weather/turkmenistan/ashgabat,2026-01-01 00:02:00,86,30.0
Astana,https://www.timeanddate.com/weather/kazakstan/astana,2026-01-01 00:02:00,66,18.88888888888889
Asuncion,https://www.timeanddate.com/weather/paraguay/asuncion,2026-01-01 16:02:00,64,17.77777777777778
Athens,https://www.timeanddate.com/weather/greece/athens,2026-01-01 22:02:00,80,26.666666666666668
Atlanta,https://www.timeanddate.com/weather/usa/atlanta,2026-01-01 15:02:00,69,20.555555555555557
Auckland,https://www.timeanddate.com/weather/new-zealand/auckland,2026-01-01 07:02:00,50,10.0
Augusta,https://www.timeanddate.com/weather/usa/augusta,2026-01-01 15:02:00,72,22.22222222222222
Austin,https://www.timeanddate.com/weather/usa/austin,2026-01-01 14:02:00,86,30.0
Baghdad,https://www.timeanddate.com/weather/iraq/baghdad,2026-01-01 22:02:00,101,38.333333333333336
Baker Lake,https://www.timeanddate.com/weather/canada/baker-lake,2026-01-01 14:02:00,44,6.666666666666667
Baku,https://www.timeanddate.com/weather/azerbaijan/baku,2026-01-01 23:02:00,77,25.0
Balikpapan,https://www.timeanddate.com/weather/indonesia/balikpapan,2026-01-01 03:02:00,78,25.555555555555557
Baltimore,https://www.timeanddate.com/weather/usa/baltimore,2026-01-01 15:02:00,75,23.88888888888889
Bamako,https://www.timeanddate.com/weather/mali/bamako,2026-01-01 19:02:00,95,35.0
Bandar Seri Begawan,https://www.timeanddate.com/weather/brunei/bandar-seri-begawan,2026-01-01 03:02:00,77,25.0
Bangkok,https://www.timeanddate.com/weather/thailand/bangkok,2026-01-01 02:02:00,79,26.11111111111111
Bangui,https://www.timeanddate.com/weather/central-african-republic/bangui,2026-01-01 20:02:00,79,26.11111111111111
Banjul,https://www.timeanddate.com/weather/gambia/banjul,2026-01-01 19:02:00,88,31.111111111111114
Barcelona,https://www.timeanddate.com/weather/spain/barcelona,2026-01-01 21:02:00,79,26.11111111111111
Basse-Terre (Guadeloupe),https://www.timeanddate.com/weather/guadeloupe/basse-terre,2026-01-01 15:02:00,86,30.0
Basseterre (St. Kitts),https://www.timeanddate.com/weather/saint-kitts-and-nevis/basseterre,2026-01-01 15:02:00,86,30.0
Beijing,https://www.timeanddate.com/weather/china/beijing,2026-01-01 03:02:00,66,18.88888888888889
Beirut,https://www.timeanddate.com/weather/lebanon/beirut,2026-01-01 22:02:00,87,30.555555555555557
Belém,https://www.timeanddate.com/weather/brazil/belem,2026-01-01 16:02:00,86,30.0
Belfast,https://www.timeanddate.com/weather/uk/belfast,2026-01-01 20:02:00,63,17.22222222222222
Belgrade,https://www.timeanddate.com/weather/serbia/belgrade,2026-01-01 21:02:00,70,21.11111111111111
Belmopan,https://www.timeanddate.com/weather/belize/belmopan,2026-01-01 13:02:00,87,30.555555555555557
Belushya Guba,https://www.timeanddate.com/weather/russia/belushya-guba,2026-01-01 22:02:00,48,8.88888888888889
Bengaluru,https://www.timeanddate.com/weather/india/bengaluru,2026-01-01 00:32:00,77,25.0
Berlin,https://www.timeanddate.com/weather/germany/berlin,2026-01-01 21:02:00,70,21.11111111111111
Bern,https://www.timeanddate.com/weather/switzerland/bern,2026-01-01 21:02:00,73,22.77777777777778
Bhubaneshwar,https://www.timeanddate.com/weather/india/bhubaneshwar,2026-01-01 00:32:00,83,28.333333333333336
Billings,https://www.timeanddate.com/weather/usa/billings,2026-01-01 13:02:00,83,28.333333333333336
Bishkek,https://www.timeanddate.com/weather/kyrgyzstan/bishkek,2026-01-01 01:02:00,76,24.444444444444446
Bismarck,https://www.timeanddate.com/weather/usa/bismarck,2026-01-01 14:02:00,68,20.0
Bissau,https://www.timeanddate.com/weather/guinea-bissau/bissau,2026-01-01 19:02:00,88,31.111111111111114
Blanc-Sablon,https://www.timeanddate.com/weather/canada/blanc-sablon,2026-01-01 15:02:00,52,11.11111111111111
Bogota,https://www.timeanddate.com/weather/colombia/bogota,2026-01-01 14:02:00,64,17.77777777777778
Boise,https://www.timeanddate.com/weather/usa/boise,2026-01-01 13:02:00,84,28.88888888888889
Boston,https://www.timeanddate.com/weather/usa/boston,2026-01-01 15:02:00,76,24.444444444444446
Brasilia,https://www.timeanddate.com/weather/brazil/brasilia,2026-01-01 16:02:00,81,27.222222222222225
Bratislava,https://www.timeanddate.com/weather/slovakia/bratislava,2026-01-01 21:02:00,77,25.0
Brazzaville,https://www.timeanddate.com/weather/congo/brazzaville,2026-01-01 20:02:00,77,25.0
Bridgetown,https://www.timeanddate.com/weather/barbados/bridgetown,2026-01-01 15:02:00,86,30.0
Brisbane,https://www.timeanddate.com/weather/australia/brisbane,2026-01-01 05:02:00,60,15.555555555555557
Brussels,https://www.timeanddate.com/weather/belgium/brussels,2026-01-01 21:02:00,72,22.22222222222222
Bucharest,https://www.timeanddate.com/weather/romania/bucharest,2026-01-01 22:02:00,72,22.22222222222222
Budapest,https://www.timeanddate.com/weather/hungary/budapest,2026-01-01 21:02:00,77,25.0
Buenos Aires,https://www.timeanddate.com/weather/argentina/buenos-aires,2026-01-01 16:02:00,64,17.77777777777778
Cairns,https://www.timeanddate.com/weather/australia/cairns,2026-01-01 05:02:00,72,22.22222222222222
Cairo,https://www.timeanddate.com/weather/egypt/cairo,2026-01-01 22:02:00,84,28.88888888888889
Calgary,https://www.timeanddate.com/weather/canada/calgary,2026-01-01 13:02:00,73,22.77777777777778
Canberra,https://www.timeanddate.com/weather/australia/canberra,2026-01-01 05:02:00,48,8.88888888888889
Cancún,https://www.timeanddate.com/weather/mexico/cancun,2026-01-01 14:02:00,86,30.0
Cape Town,https://www.timeanddate.com/weather/south-africa/cape-town,2026-01-01 21:02:00,57,13.88888888888889
Caracas,https://www.timeanddate.com/weather/venezuela/caracas,2026-01-01 15:02:00,84,28.88888888888889
Cardiff,https://www.timeanddate.com/weather/uk/cardiff,2026-01-01 20:02:00,63,17.22222222222222
Casablanca,https://www.timeanddate.com/weather/morocco/casablanca,2026-01-01 20:02:00,72,22.22222222222222
Castries,https://www.timeanddate.com/weather/saint-lucia/castries,2026-01-01 15:02:00,84,28.88888888888889
Cayenne,https://www.timeanddate.com/weather/france/cayenne,2026-01-01 16:02:00,77,25.0
Charleston,https://www.timeanddate.com/weather/usa/charleston-wv,2026-01-01 15:02:00,80,26.666666666666668
Chelyabinsk,https://www.timeanddate.com/weather/russia/chelyabinsk,2026-01-01 00:02:00,63,17.22222222222222
Chennai,https://www.timeanddate.com/weather/india/chennai,2026-01-01 00:32:00,90,32.22222222222222
Cheyenne,https://www.timeanddate.com/weather/usa/cheyenne,2026-01-01 13:02:00,79,26.11111111111111
Chibougamau,https://www.timeanddate.com/weather/canada/chibougamau,2026-01-01 15:02:00,59,15.0
Chicago,https://www.timeanddate.com/weather/usa/chicago,2026-01-01 14:02:00,73,22.77777777777778
Chita,https://www.timeanddate.com/weather/russia/chita,2026-01-01 04:02:00,55,12.777777777777779
Chișinău,https://www.timeanddate.com/weather/moldova/chisinau,2026-01-01 22:02:00,68,20.0
Chongqing,https://www.timeanddate.com/weather/china/chongqing,2026-01-01 03:02:00,75,23.88888888888889
Colombo,https://www.timeanddate.com/weather/sri-lanka/colombo,2026-01-01 00:32:00,84,28.88888888888889
Columbia,https://www.timeanddate.com/weather/usa/columbia,2026-01-01 15:02:00,80,26.666666666666668
Columbus,https://www.timeanddate.com/weather/usa/columbus,2026-01-01 15:02:00,75,23.88888888888889
Conakry,https://www.timeanddate.com/weather/guinea/conakry,2026-01-01 19:02:00,86,30.0
Concord,https://www.timeanddate.com/weather/usa/concord,2026-01-01 15:02:00,75,23.88888888888889
Copenhagen,https://www.timeanddate.com/weather/denmark/copenhagen,2026-01-01 21:02:00,57,13.88888888888889
Coral Harbour,https://www.timeanddate.com/weather/canada/coral-harbour,2026-01-01 14:02:00,48,8.88888888888889
Córdoba,https://www.timeanddate.com/weather/argentina/cordoba,2026-01-01 16:02:00,69,20.555555555555557
Dakar,https://www.timeanddate.com/weather/senegal/dakar,2026-01-01 19:02:00,81,27.222222222222225
Dallas,https://www.timeanddate.com/weather/usa/dallas,2026-01-01 14:02:00,85,29.444444444444446
Damascus,https://www.timeanddate.com/weather/syria/damascus,2026-01-01 22:02:00,81,27.222222222222225
Danmarkshavn,https://www.timeanddate.com/weather/greenland/danmarkshavn,2026-01-01 19:02:00,33,0.5555555555555556
Dar es Salaam,https://www.timeanddate.com/weather/tanzania/dar-es-salaam,2026-01-01 22:02:00,75,23.88888888888889
Darwin,https://www.timeanddate.com/weather/australia/darwin,2026-01-01 04:32:00,75,23.88888888888889
Delhi,https://www.timeanddate.com/weather/india/delhi,2026-01-01 00:32:00,82,27.77777777777778
Denpasar,https://www.timeanddate.com/weather/indonesia/denpasar,2026-01-01 03:02:00,80,26.666666666666668
Denver,https://www.timeanddate.com/weather/usa/denver,2026-01-01 13:02:00,82,27.77777777777778
Des Moines,https://www.timeanddate.com/weather/usa/des-moines,2026-01-01 14:02:00,71,21.666666666666668
Detroit,https://www.timeanddate.com/weather/usa/detroit,2026-01-01 15:02:00,76,24.444444444444446
Dhaka,https://www.timeanddate.com/weather/bangladesh/dhaka,2026-01-01 01:02:00,84,28.88888888888889
Dnipro,https://www.timeanddate.com/weather/ukraine/dnipro,2026-01-01 22:02:00,66,18.88888888888889
Dodoma,https://www.timeanddate.com/weather/tanzania/dodoma,2026-01-01 22:02:00,68,20.0
Doha,https://www.timeanddate.com/weather/qatar/doha,2026-01-01 22:02:00,97,36.111111111111114
Douglas,https://www.timeanddate.com/weather/isle-of-man/douglas,2026-01-01 20:02:00,57,13.88888888888889
Dover,https://www.timeanddate.com/weather/usa/dover,2026-01-01 15:02:00,74,23.333333333333336
Dubai,https://www.timeanddate.com/weather/united-arab-emirates/dubai,2026-01-01 23:02:00,90,32.22222222222222
Dublin,https://www.timeanddate.com/weather/ireland/dublin,2026-01-01 20:02:00,63,17.22222222222222
Dushanbe,https://www.timeanddate.com/weather/tajikistan/dushanbe,2026-01-01 00:02:00,82,27.77777777777778
Easter Island,https://www.timeanddate.com/weather/chile/easter-island,2026-01-01 13:02:00,72,22.22222222222222
Edinburgh,https://www.timeanddate.com/weather/uk/edinburgh,2026-01-01 20:02:00,57,13.88888888888889
Edmonton,https://www.timeanddate.com/weather/canada/edmonton,2026-01-01 13:02:00,63,17.22222222222222
El Aaiún,https://www.timeanddate.com/weather/western-sahara/el-aaiun,2026-01-01 20:02:00,75,23.88888888888889
Eucla,https://www.timeanddate.com/weather/australia/eucla,2026-01-01 03:47:00,52,11.11111111111111
Eureka,https://www.timeanddate.com/weather/canada/eureka,2026-01-01 14:02:00,37,2.7777777777777777
Fairbanks,https://www.timeanddate.com/weather/usa/fairbanks,2026-01-01 11:02:00,57,13.88888888888889
Fort-de-France,https://www.timeanddate.com/weather/martinique/fort-de-france,2026-01-01 15:02:00,84,28.88888888888889
Fortaleza,https://www.timeanddate.com/weather/brazil/fortaleza,2026-01-01 16:02:00,86,30.0
Frankfurt,https://www.timeanddate.com/weather/germany/frankfurt,2026-01-01 21:02:00,77,25.0
Freetown,https://www.timeanddate.com/weather/sierra-leone/freetown,2026-01-01 19:02:00,86,30.0
Funafuti,https://www.timeanddate.com/weather/tuvalu/funafuti,2026-01-01 07:02:00,82,27.77777777777778
Gaborone,https://www.timeanddate.com/weather/botswana/gaborone,2026-01-01 21:02:00,64,17.77777777777778
Geneva,https://www.timeanddate.com/weather/switzerland/geneva,2026-01-01 21:02:00,79,26.11111111111111
George Town (Cayman Islands),https://www.timeanddate.com/weather/cayman-islands/george-town,2026-01-01 14:02:00,90,32.22222222222222
Georgetown (Guyana),https://www.timeanddate.com/weather/guyana/georgetown,2026-01-01 15:02:00,79,26.11111111111111
Gibraltar,https://www.timeanddate.com/weather/gibraltar/gibraltar,2026-01-01 21:02:00,73,22.77777777777778
Glasgow,https://www.timeanddate.com/weather/uk/glasgow,2026-01-01 20:02:00,63,17.22222222222222
Guadalajara,https://www.timeanddate.com/weather/mexico/guadalajara,2026-01-01 13:02:00,81,27.222222222222225
Guatemala City,https://www.timeanddate.com/weather/guatemala/guatemala,2026-01-01 13:02:00,81,27.222222222222225
Guayaquil,https://www.timeanddate.com/weather/ecuador/guayaquil,2026-01-01 14:02:00,84,28.88888888888889
Hagåtña,https://www.timeanddate.com/weather/usa/guam-hagatna,2026-01-01 05:02:00,79,26.11111111111111
Halifax,https://www.timeanddate.com/weather/canada/halifax,2026-01-01 16:02:00,70,21.11111111111111
Hamilton,https://www.timeanddate.com/weather/bermuda/hamilton,2026-01-01 16:02:00,82,27.77777777777778
Hanoi,https://www.timeanddate.com/weather/vietnam/hanoi,2026-01-01 02:02:00,82,27.77777777777778
Happy Valley-Goose Bay,https://www.timeanddate.com/weather/canada/happy-valley-goose-bay,2026-01-01 16:02:00,54,12.222222222222223
Harare,https://www.timeanddate.com/weather/zimbabwe/harare,2026-01-01 21:02:00,55,12.777777777777779
Hartford,https://www.timeanddate.com/weather/usa/hartford,2026-01-01 15:02:00,75,23.88888888888889
Havana,https://www.timeanddate.com/weather/cuba/havana,2026-01-01 15:02:00,90,32.22222222222222
Helsinki,https://www.timeanddate.com/weather/finland/helsinki,2026-01-01 22:02:00,64,17.77777777777778
Hermosillo,https://www.timeanddate.com/weather/mexico/hermosillo,2026-01-01 12:02:00,95,35.0
Ho Chi Minh,https://www.timeanddate.com/weather/vietnam/ho-chi-minh,2026-01-01 02:02:00,81,27.222222222222225
Hobart,https://www.timeanddate.com/weather/australia/hobart,2026-01-01 05:02:00,50,10.0
Hong Kong,https://www.timeanddate.com/weather/hong-kong/hong-kong,2026-01-01 03:02:00,81,27.222222222222225
Honiara,https://www.timeanddate.com/weather/solomon-islands/honiara,2026-01-01 06:02:00,75,23.88888888888889
Honolulu,https://www.timeanddate.com/weather/usa/honolulu,2026-01-01 09:02:00,79,26.11111111111111
Houston,https://www.timeanddate.com/weather/usa/houston,2026-01-01 14:02:00,79,26.11111111111111
Hovd,https://www.timeanddate.com/weather/mongolia/hovd,2026-01-01 02:02:00,65,18.333333333333336
Indianapolis,https://www.timeanddate.com/weather/usa/indianapolis,2026-01-01 15:02:00,74,23.333333333333336
Indore,https://www.timeanddate.com/weather/india/indore,2026-01-01 00:32:00,87,30.555555555555557
Inuvik,https://www.timeanddate.com/weather/canada/inuvik,2026-01-01 13:02:00,57,13.88888888888889
Irkutsk,https://www.timeanddate.com/weather/russia/irkutsk,2026-01-01 03:02:00,64,17.77777777777778
Islamabad,https://www.timeanddate.com/weather/pakistan/islamabad,2026-01-01 00:02:00,90,32.22222222222222
Istanbul,https://www.timeanddate.com/weather/turkey/istanbul,2026-01-01 22:02:00,72,22.22222222222222
Ittoqqortoormiit,https://www.timeanddate.com/weather/greenland/ittoqqortoormiit,2026-01-01 18:02:00,44,6.666666666666667
Izhevsk,https://www.timeanddate.com/weather/russia/izhevsk,2026-01-01 23:02:00,64,17.77777777777778
Jackson,https://www.timeanddate.com/weather/usa/jackson,2026-01-01 14:02:00,75,23.88888888888889
Jakarta,https://www.timeanddate.com/weather/indonesia/jakarta,2026-01-01 02:02:00,81,27.222222222222225
Jayapura,https://www.timeanddate.com/weather/indonesia/jayapura,2026-01-01 04:02:00,76,24.444444444444446
Jerusalem,https://www.timeanddate.com/weather/israel/jerusalem,2026-01-01 22:02:00,72,22.22222222222222
Johannesburg,https://www.timeanddate.com/weather/south-africa/johannesburg,2026-01-01 21:02:00,52,11.11111111111111
Juneau,https://www.timeanddate.com/weather/usa/juneau,2026-01-01 11:02:00,54,12.222222222222223
Kaliningrad,https://www.timeanddate.com/weather/russia/kaliningrad,2026-01-01 21:02:00,57,13.88888888888889
Kampala,https://www.timeanddate.com/weather/uganda/kampala,2026-01-01 22:02:00,82,27.77777777777778
Kangerlussuaq,https://www.timeanddate.com/weather/greenland/kangerlussuaq,2026-01-01 18:02:00,70,21.11111111111111
Kansas City,https://www.timeanddate.com/weather/usa/kansas-city,2026-01-01 14:02:00,79,26.11111111111111
Karachi,https://www.timeanddate.com/weather/pakistan/karachi,2026-01-01 00:02:00,86,30.0
Kathmandu,https://www.timeanddate.com/weather/nepal/kathmandu,2026-01-01 00:47:00,73,22.77777777777778
Kazan,https://www.timeanddate.com/weather/russia/kazan,2026-01-01 22:02:00,61,16.11111111111111
Kemi,https://www.timeanddate.com/weather/finland/kemi,2026-01-01 22:02:00,59,15.0
Khatanga,https://www.timeanddate.com/weather/russia/khatanga,2026-01-01 02:02:00,37,2.7777777777777777
Kigali,https://www.timeanddate.com/weather/rwanda/kigali,2026-01-01 21:02:00,73,22.77777777777778
Kingston,https://www.timeanddate.com/weather/jamaica/kingston,2026-01-01 14:02:00,90,32.22222222222222
Kingstown,https://www.timeanddate.com/weather/saint-vincent-and-grenadines/kingstown,2026-01-01 15:02:00,84,28.88888888888889
Kinshasa,https://www.timeanddate.com/weather/congo-demrep/kinshasa,2026-01-01 20:02:00,77,25.0
Kiritimati,https://www.timeanddate.com/weather/kiribati/kiritimati,2026-01-01 09:02:00,84,28.88888888888889
Knoxville,https://www.timeanddate.com/weather/usa/knoxville,2026-01-01 15:02:00,78,25.555555555555557
Kobe,https://www.timeanddate.com/weather/japan/kobe,2026-01-01 04:02:00,72,22.22222222222222
Kolkata,https://www.timeanddate.com/weather/india/kolkata,2026-01-01 00:32:00,84,28.88888888888889
Komsomolsk-on-Amur,https://www.timeanddate.com/weather/russia/komsomolsk-on-amur,2026-01-01 05:02:00,63,17.22222222222222
Krasnoyarsk,https://www.timeanddate.com/weather/russia/krasnoyarsk,2026-01-01 02:02:00,58,14.444444444444445
Kuala Lumpur,https://www.timeanddate.com/weather/malaysia/kuala-lumpur,2026-01-01 03:02:00,82,27.77777777777778
Kuujjuaq,https://www.timeanddate.com/weather/canada/kuujjuaq,2026-01-01 15:02:00,68,20.0
Kuwait City,https://www.timeanddate.com/weather/kuwait/kuwait-city,2026-01-01 22:02:00,101,38.333333333333336
Kyiv,https://www.timeanddate.com/weather/ukraine/kyiv,2026-01-01 22:02:00,60,15.555555555555557
Kyoto,https://www.timeanddate.com/weather/japan/kyoto,2026-01-01 04:02:00,72,22.22222222222222
La Paz (Bolivia),https://www.timeanddate.com/weather/bolivia/la-paz,2026-01-01 15:02:00,58,14.444444444444445
Lagos,https://www.timeanddate.com/weather/nigeria/lagos,2026-01-01 20:02:00,86,30.0
Lahore,https://www.timeanddate.com/weather/pakistan/lahore,2026-01-01 00:02:00,86,30.0
Las Vegas,https://www.timeanddate.com/weather/usa/las-vegas,2026-01-01 12:02:00,100,37.77777777777778
Lhasa,https://www.timeanddate.com/weather/china/lhasa,2026-01-01 03:02:00,62,16.666666666666668
Libreville,https://www.timeanddate.com/weather/gabon/libreville,2026-01-01 20:02:00,77,25.0
Lilongwe,https://www.timeanddate.com/weather/malawi/lilongwe,2026-01-01 21:02:00,63,17.22222222222222
Lima,https://www.timeanddate.com/weather/peru/lima,2026-01-01 14:02:00,76,24.444444444444446
Lincoln,https://www.timeanddate.com/weather/usa/lincoln,2026-01-01 14:02:00,76,24.444444444444446
Lisbon,https://www.timeanddate.com/weather/portugal/lisbon,2026-01-01 20:02:00,75,23.88888888888889
Little Rock,https://www.timeanddate.com/weather/usa/little-rock,2026-01-01 14:02:00,85,29.444444444444446
Ljubljana,https://www.timeanddate.com/weather/slovenia/ljubljana,2026-01-01 21:02:00,72,22.22222222222222
Lomé,https://www.timeanddate.com/weather/togo/lome,2026-01-01 19:02:00,82,27.77777777777778
London,https://www.timeanddate.com/weather/uk/london,2026-01-01 20:02:00,72,22.22222222222222
Longyearbyen,https://www.timeanddate.com/weather/norway/longyearbyen,2026-01-01 21:02:00,45,7.222222222222222
Los Angeles,https://www.timeanddate.com/weather/usa/los-angeles,2026-01-01 12:02:00,69,20.555555555555557
