City,Link,Time,Temperature F,Temperature C
Kyiv,https://www.timeanddate.com/weather/ukraine/kyiv,2026-01-01 22:02:00,60,15.555555555555557
Libreville,https://www.timeanddate.com/weather/gabon/libreville,2026-01-01 20:02:00,77,25.0
Lilongwe,https://www.timeanddate.com/weather/malawi/lilongwe,2026-01-01 21:02:00,63,17.22222222222222
Lima,https://www.timeanddate.com/weather/peru/lima,2026-01-01 14:02:00,76,24.444444444444446
Lisbon,https://www.timeanddate.com/weather/portugal/lisbon,2026-01-01 20:02:00,75,23.88888888888889
Ljubljana,https://www.timeanddate.com/weather/slovenia/ljubljana,2026-01-01 21:02:00,72,22.22222222222222
Lomé,https://www.timeanddate.com/weather/togo/lome,2026-01-01 19:02:00,82,27.77777777777778
London,https://www.timeanddate.com/weather/uk/london,2026-01-01 20:02:00,72,22.22222222222222
Luanda,https://www.timeanddate.com/weather/angola/luanda,2026-01-01 20:02:00,75,23.88888888888889
Luxembourg,https://www.timeanddate.com/weather/luxembourg/luxembourg,2026-01-01 21:02:00,75,23.88888888888889
Madrid,https://www.timeanddate.com/weather/spain/madrid,2026-01-01 21:02:00,88,31.111111111111114
Majuro,https://www.timeanddate.com/weather/marshall-islands/majuro,2026-01-01 07:02:00,83,28.333333333333336
Male,https://www.timeanddate.com/weather/maldives/male,2026-01-01 00:02:00,84,28.88888888888889
