City,Link,Time,Temperature F,Temperature C,Longitude,Latitude
Asuncion,https://www.timeanddate.com/weather/paraguay/asuncion,2026-01-01 20:31:00,54,12.222222222222223,-25.2800459,-57.6343814
Athens,https://www.timeanddate.com/weather/greece/athens,2026-01-01 02:31:00,80,26.666666666666668,33.9597677,-83.376398
Atlanta,https://www.timeanddate.com/weather/usa/atlanta,2026-01-01 19:31:00,69,20.555555555555557,33.7544657,-84.3898151
Auckland,https://www.timeanddate.com/weather/new-zealand/auckland,2026-01-01 11:31:00,59,15.0,-36.852095,174.7631803
Augusta,https://www.timeanddate.com/weather/usa/augusta,2026-01-01 19:31:00,73,22.77777777777778,48.3690341,10.8979522
Austin,https://www.timeanddate.com/weather/usa/austin,2026-01-01 18:31:00,85,29.444444444444446,30.2711286,-97.7436995
Baghdad,https://www.timeanddate.com/weather/iraq/baghdad,2026-01-01 02:31:00,84,28.88888888888889,33.3061701,44.3872213
Baker Lake,https://www.timeanddate.com/weather/canada/baker-lake,2026-01-01 18:31:00,44,6.666666666666667,64.3188583,-96.0214238
Baku,https://www.timeanddate.com/weather/azerbaijan/baku,2026-01-01 03:31:00,70,21.11111111111111,40.3755885,49.8328009
Balikpapan,https://www.timeanddate.com/weather/indonesia/balikpapan,2026-01-01 07:31:00,76,24.444444444444446,-1.2398711,116.8593379
Baltimore,https://www.timeanddate.com/weather/usa/baltimore,2026-01-01 19:31:00,75,23.88888888888889,39.2908816,-76.610759
Bamako,https://www.timeanddate.com/weather/mali/bamako,2026-01-01 23:31:00,79,26.11111111111111,12.6132656,-7.9847391
Bandar Seri Begawan,https://www.timeanddate.com/weather/brunei/bandar-seri-begawan,2026-01-01 07:31:00,77,25.0,4.8895453,114.9417574
Bangkok,https://www.timeanddate.com/weather/thailand/bangkok,2026-01-01 06:31:00,79,26.11111111111111,13.7524938,100.4935089
Bangui,https://www.timeanddate.com/weather/central-african-republic/bangui,2026-01-01 00:31:00,73,22.77777777777778,4.3635118,18.5835913
Banjul,https://www.timeanddate.com/weather/gambia/banjul,2026-01-01 23:31:00,81,27.222222222222225,13.4410165,-16.5627509
Barcelona,https://www.timeanddate.com/weather/spain/barcelona,2026-01-01 01:31:00,73,22.77777777777778,41.3825802,2.177073
Basse-Terre (Guadeloupe),https://www.timeanddate.com/weather/guadeloupe/basse-terre,2026-01-01 19:31:00,81,27.222222222222225,16.0000778,-61.7333373
Basseterre (St. Kitts),https://www.timeanddate.com/weather/saint-kitts-and-nevis/basseterre,2026-01-01 19:31:00,82,27.77777777777778,17.2960919,-62.722301
Beijing,https://www.timeanddate.com/weather/china/beijing,2026-01-01 07:31:00,66,18.88888888888889,39.9057136,116.3912972
Belém,https://www.timeanddate.com/weather/brazil/belem,2026-01-01 20:31:00,82,27.77777777777778,-1.45056,-48.4682453
Belfast,https://www.timeanddate.com/weather/uk/belfast,2026-01-01 00:31:00,61,16.11111111111111,54.596391,-5.9301829
Belgrade,https://www.timeanddate.com/weather/serbia/belgrade,2026-01-01 01:31:00,63,17.22222222222222,44.8153318,20.4456588
Belmopan,https://www.timeanddate.com/weather/belize/belmopan,2026-01-01 17:31:00,87,30.555555555555557,17.250199,-88.770018
Belushya Guba,https://www.timeanddate.com/weather/russia/belushya-guba,2026-01-01 02:31:00,49,9.444444444444445,71.5376984,52.3427343
Bengaluru,https://www.timeanddate.com/weather/india/bengaluru,2026-01-01 05:01:00,72,22.22222222222222,12.9767936,77.590082
Berlin,https://www.timeanddate.com/weather/germany/berlin,2026-01-01 01:31:00,57,13.88888888888889,52.5173885,13.3951309
Bern,https://www.timeanddate.com/weather/switzerland/bern,2026-01-01 01:31:00,66,18.88888888888889,46.9484742,7.4521749
Bhubaneshwar,https://www.timeanddate.com/weather/india/bhubaneshwar,2026-01-01 05:01:00,82,27.77777777777778,20.2602964,85.8394521
Billings,https://www.timeanddate.com/weather/usa/billings,2026-01-01 17:31:00,91,32.77777777777778,45.7874957,-108.49607
Bishkek,https://www.timeanddate.com/weather/kyrgyzstan/bishkek,2026-01-01 05:31:00,74,23.333333333333336,42.8761424,74.6036724
Bismarck,https://www.timeanddate.com/weather/usa/bismarck,2026-01-01 18:31:00,73,22.77777777777778,46.808327,-100.783739
Bissau,https://www.timeanddate.com/weather/guinea-bissau/bissau,2026-01-01 23:31:00,81,27.222222222222225,11.861324,-15.583055
Blanc-Sablon,https://www.timeanddate.com/weather/canada/blanc-sablon,2026-01-01 19:31:00,48,8.88888888888889,51.4121624,-57.2018488
Bogota,https://www.timeanddate.com/weather/colombia/bogota,2026-01-01 18:31:00,63,17.22222222222222,4.6533817,-74.0836331
Boise,https://www.timeanddate.com/weather/usa/boise,2026-01-01 17:31:00,94,34.44444444444444,43.6166163,-116.200886
Boston,https://www.timeanddate.com/weather/usa/boston,2026-01-01 19:31:00,77,25.0,42.3588336,-71.0578303
Brasilia,https://www.timeanddate.com/weather/brazil/brasilia,2026-01-01 20:31:00,72,22.22222222222222,-10.3333333,-53.2
Bratislava,https://www.timeanddate.com/weather/slovakia/bratislava,2026-01-01 01:31:00,72,22.22222222222222,48.1516988,17.1093063
Brazzaville,https://www.timeanddate.com/weather/congo/brazzaville,2026-01-01 00:31:00,73,22.77777777777778,-4.2694407,15.2712256
Bridgetown,https://www.timeanddate.com/weather/barbados/bridgetown,2026-01-01 19:31:00,81,27.222222222222225,13.0977832,-59.6184184
Brisbane,https://www.timeanddate.com/weather/australia/brisbane,2026-01-01 09:31:00,60,15.555555555555557,-27.4689623,153.0235009
Brussels,https://www.timeanddate.com/weather/belgium/brussels,2026-01-01 01:31:00,59,15.0,50.8467372,4.352493
Bucharest,https://www.timeanddate.com/weather/romania/bucharest,2026-01-01 02:31:00,63,17.22222222222222,44.4361414,26.102684
Budapest,https://www.timeanddate.com/weather/hungary/budapest,2026-01-01 01:31:00,70,21.11111111111111,47.4813896,19.1457723
Buenos Aires,https://www.timeanddate.com/weather/argentina/buenos-aires,2026-01-01 20:31:00,61,16.11111111111111,-34.6095579,-58.3887904
Cairns,https://www.timeanddate.com/weather/australia/cairns,2026-01-01 09:31:00,73,22.77777777777778,-16.9206657,145.7721854
Cairo,https://www.timeanddate.com/weather/egypt/cairo,2026-01-01 02:31:00,75,23.88888888888889,30.0443879,31.2357257
Calgary,https://www.timeanddate.com/weather/canada/calgary,2026-01-01 17:31:00,57,13.88888888888889,51.0456064,-114.057541
Canberra,https://www.timeanddate.com/weather/australia/canberra,2026-01-01 09:31:00,50,10.0,-35.2975906,149.1012676
Cancún,https://www.timeanddate.com/weather/mexico/cancun,2026-01-01 18:31:00,88,31.111111111111114,21.1527467,-86.8425761
Cape Town,https://www.timeanddate.com/weather/south-africa/cape-town,2026-01-01 01:31:00,59,15.0,-33.9288301,18.4172197
Caracas,https://www.timeanddate.com/weather/venezuela/caracas,2026-01-01 19:31:00,82,27.77777777777778,10.5060934,-66.9146008
Cardiff,https://www.timeanddate.com/weather/uk/cardiff,2026-01-01 00:31:00,61,16.11111111111111,51.4816546,-3.1791934
Casablanca,https://www.timeanddate.com/weather/morocco/casablanca,2026-01-01 00:31:00,71,21.666666666666668,33.5945144,-7.6200284
Castries,https://www.timeanddate.com/weather/saint-lucia/castries,2026-01-01 19:31:00,82,27.77777777777778,43.6779101,3.9868904
Cayenne,https://www.timeanddate.com/weather/france/cayenne,2026-01-01 20:31:00,75,23.88888888888889,4.9371544,-52.3258736
Charleston,https://www.timeanddate.com/weather/usa/charleston-wv,2026-01-01 19:31:00,79,26.11111111111111,32.7884363,-79.9399309
Chelyabinsk,https://www.timeanddate.com/weather/russia/chelyabinsk,2026-01-01 04:31:00,63,17.22222222222222,55.1598408,61.4025547
Chennai,https://www.timeanddate.com/weather/india/chennai,2026-01-01 05:01:00,86,30.0,13.0836939,80.270186
Cheyenne,https://www.timeanddate.com/weather/usa/cheyenne,2026-01-01 17:31:00,87,30.555555555555557,41.139981,-104.820246
Chibougamau,https://www.timeanddate.com/weather/canada/chibougamau,2026-01-01 19:31:00,61,16.11111111111111,49.9137407,-74.3713954
Chicago,https://www.timeanddate.com/weather/usa/chicago,2026-01-01 18:31:00,71,21.666666666666668,41.8755616,-87.6244212
Chita,https://www.timeanddate.com/weather/russia/chita,2026-01-01 08:31:00,59,15.0,52.033409,113.500893
Chișinău,https://www.timeanddate.com/weather/moldova/chisinau,2026-01-01 02:31:00,55,12.777777777777779,47.0245117,28.8322923
Chongqing,https://www.timeanddate.com/weather/china/chongqing,2026-01-01 07:31:00,73,22.77777777777778,30.05518,107.8748712
Colombo,https://www.timeanddate.com/weather/sri-lanka/colombo,2026-01-01 05:01:00,84,28.88888888888889,6.9388614,79.8542005
Columbia,https://www.timeanddate.com/weather/usa/columbia,2026-01-01 19:31:00,78,25.555555555555557,4.099917,-72.9088133
Columbus,https://www.timeanddate.com/weather/usa/columbus,2026-01-01 19:31:00,74,23.333333333333336,39.9622601,-83.0007065
Conakry,https://www.timeanddate.com/weather/guinea/conakry,2026-01-01 23:31:00,84,28.88888888888889,9.5170602,-13.6998434
Concord,https://www.timeanddate.com/weather/usa/concord,2026-01-01 19:31:00,77,25.0,43.207178,-71.537476
Copenhagen,https://www.timeanddate.com/weather/denmark/copenhagen,2026-01-01 01:31:00,54,12.222222222222223,55.6867243,12.5700724
Coral Harbour,https://www.timeanddate.com/weather/canada/coral-harbour,2026-01-01 18:31:00,41,5.0,64.136455,-83.1642053
Córdoba,https://www.timeanddate.com/weather/argentina/cordoba,2026-01-01 20:31:00,53,11.666666666666668,37.8845813,-4.7760138
Dakar,https://www.timeanddate.com/weather/senegal/dakar,2026-01-01 23:31:00,77,25.0,14.693425,-17.447938
Dallas,https://www.timeanddate.com/weather/usa/dallas,2026-01-01 18:31:00,89,31.666666666666668,32.7762719,-96.7968559
Damascus,https://www.timeanddate.com/weather/syria/damascus,2026-01-01 02:31:00,66,18.88888888888889,45.4176261,-122.458985
Danmarkshavn,https://www.timeanddate.com/weather/greenland/danmarkshavn,2026-01-01 23:31:00,30,-1.1111111111111112,76.769517,-18.6736769
Dar es Salaam,https://www.timeanddate.com/weather/tanzania/dar-es-salaam,2026-01-01 02:31:00,73,22.77777777777778,-6.8160837,39.2803583
Darwin,https://www.timeanddate.com/weather/australia/darwin,2026-01-01 09:01:00,77,25.0,-12.46044,130.8410469
Delhi,https://www.timeanddate.com/weather/india/delhi,2026-01-01 05:01:00,82,27.77777777777778,28.6138954,77.2090057
Denpasar,https://www.timeanddate.com/weather/indonesia/denpasar,2026-01-01 07:31:00,75,23.88888888888889,-8.6653349,115.2176191
Denver,https://www.timeanddate.com/weather/usa/denver,2026-01-01 17:31:00,94,34.44444444444444,39.7392364,-104.984862
Des Moines,https://www.timeanddate.com/weather/usa/des-moines,2026-01-01 18:31:00,75,23.88888888888889,41.5868654,-93.6249494
Detroit,https://www.timeanddate.com/weather/usa/detroit,2026-01-01 19:31:00,72,22.22222222222222,42.3315509,-83.0466403
Dhaka,https://www.timeanddate.com/weather/bangladesh/dhaka,2026-01-01 05:31:00,84,28.88888888888889,23.7643863,90.3890144
Dnipro,https://www.timeanddate.com/weather/ukraine/dnipro,2026-01-01 02:31:00,64,17.77777777777778,51.9191343,30.8243039
Dodoma,https://www.timeanddate.com/weather/tanzania/dodoma,2026-01-01 02:31:00,66,18.88888888888889,-6.1791181,35.7468174
Doha,https://www.timeanddate.com/weather/qatar/doha,2026-01-01 02:31:00,93,33.88888888888889,25.3108807,51.5081812
Douglas,https://www.timeanddate.com/weather/isle-of-man/douglas,2026-01-01 00:31:00,55,12.777777777777779,39.7628415,-88.2170516
Dover,https://www.timeanddate.com/weather/usa/dover,2026-01-01 19:31:00,71,21.666666666666668,51.1251275,1.3134228
Dubai,https://www.timeanddate.com/weather/united-arab-emirates/dubai,2026-01-01 03:31:00,84,28.88888888888889,25.0742823,55.1885387
Dublin,https://www.timeanddate.com/weather/ireland/dublin,2026-01-01 00:31:00,59,15.0,53.3493795,-6.2605593
Dushanbe,https://www.timeanddate.com/weather/tajikistan/dushanbe,2026-01-01 04:31:00,77,25.0,38.5856814,68.760331
Easter Island,https://www.timeanddate.com/weather/chile/easter-island,2026-01-01 17:31:00,72,22.22222222222222,-27.1259317,-109.3495887
Edinburgh,https://www.timeanddate.com/weather/uk/edinburgh,2026-01-01 00:31:00,61,16.11111111111111,55.9533456,-3.1883749
Edmonton,https://www.timeanddate.com/weather/canada/edmonton,2026-01-01 17:31:00,68,20.0,53.5462055,-113.491241
El Aaiún,https://www.timeanddate.com/weather/western-sahara/el-aaiun,2026-01-01 00:31:00,66,18.88888888888889,27.154512,-13.1953921
Eucla,https://www.timeanddate.com/weather/australia/eucla,2026-01-01 08:16:00,49,9.444444444444445,-31.6768407,128.8865164
Eureka,https://www.timeanddate.com/weather/canada/eureka,2026-01-01 18:31:00,39,3.8888888888888893,40.8018746,-124.1707558
Fairbanks,https://www.timeanddate.com/weather/usa/fairbanks,2026-01-01 15:31:00,69,20.555555555555557,64.837845,-147.716675
Fort-de-France,https://www.timeanddate.com/weather/martinique/fort-de-france,2026-01-01 19:31:00,82,27.77777777777778,14.6027962,-61.0676724
Fortaleza,https://www.timeanddate.com/weather/brazil/fortaleza,2026-01-01 20:31:00,81,27.222222222222225,-3.7932167,-38.5280359
Frankfurt,https://www.timeanddate.com/weather/germany/frankfurt,2026-01-01 01:31:00,66,18.88888888888889,50.1106444,8.6820917
Freetown,https://www.timeanddate.com/weather/sierra-leone/freetown,2026-01-01 23:31:00,79,26.11111111111111,8.479004,-13.26795
Funafuti,https://www.timeanddate.com/weather/tuvalu/funafuti,2026-01-01 11:31:00,90,32.22222222222222,-8.5199633,179.1982548
Gaborone,https://www.timeanddate.com/weather/botswana/gaborone,2026-01-01 01:31:00,57,13.88888888888889,-24.6581357,25.9088474
Geneva,https://www.timeanddate.com/weather/switzerland/geneva,2026-01-01 01:31:00,70,21.11111111111111,46.2017559,6.1466014
George Town (Cayman Islands),https://www.timeanddate.com/weather/cayman-islands/george-town,2026-01-01 18:31:00,86,30.0,19.2953549,-81.3807776
Georgetown (Guyana),https://www.timeanddate.com/weather/guyana/georgetown,2026-01-01 19:31:00,80,26.666666666666668,6.8032561,-58.1455403
Gibraltar,https://www.timeanddate.com/weather/gibraltar/gibraltar,2026-01-01 01:31:00,72,22.22222222222222,36.1285933,-5.3474761
Glasgow,https://www.timeanddate.com/weather/uk/glasgow,2026-01-01 00:31:00,59,15.0,55.861155,-4.2501687
Guadalajara,https://www.timeanddate.com/weather/mexico/guadalajara,2026-01-01 17:31:00,86,30.0,20.6720375,-103.338396
Guatemala City,https://www.timeanddate.com/weather/guatemala/guatemala,2026-01-01 17:31:00,73,22.77777777777778,14.6416142,-90.5132836
Guayaquil,https://www.timeanddate.com/weather/ecuador/guayaquil,2026-01-01 18:31:00,84,28.88888888888889,-2.1900572,-79.8868669
Hagåtña,https://www.timeanddate.com/weather/usa/guam-hagatna,2026-01-01 09:31:00,79,26.11111111111111,13.4738606,144.7520557
Halifax,https://www.timeanddate.com/weather/canada/halifax,2026-01-01 20:31:00,70,21.11111111111111,44.648618,-63.5859487
Hamilton,https://www.timeanddate.com/weather/bermuda/hamilton,2026-01-01 20:31:00,79,26.11111111111111,43.2560802,-79.8728583
Hanoi,https://www.timeanddate.com/weather/vietnam/hanoi,2026-01-01 06:31:00,82,27.77777777777778,21.0283334,105.854041
Happy Valley-Goose Bay,https://www.timeanddate.com/weather/canada/happy-valley-goose-bay,2026-01-01 20:31:00,55,12.777777777777779,53.2964352,-60.3111895
Harare,https://www.timeanddate.com/weather/zimbabwe/harare,2026-01-01 01:31:00,55,12.777777777777779,-17.8567035,31.0601584
Hartford,https://www.timeanddate.com/weather/usa/hartford,2026-01-01 19:31:00,76,24.444444444444446,41.764582,-72.6908547
Havana,https://www.timeanddate.com/weather/cuba/havana,2026-01-01 19:31:00,88,31.111111111111114,23.135305,-82.3589631
Helsinki,https://www.timeanddate.com/weather/finland/helsinki,2026-01-01 02:31:00,59,15.0,60.1666204,24.9435408
Hermosillo,https://www.timeanddate.com/weather/mexico/hermosillo,2026-01-01 16:31:00,108,42.22222222222222,29.0948207,-110.9692202
Ho Chi Minh,https://www.timeanddate.com/weather/vietnam/ho-chi-minh,2026-01-01 06:31:00,81,27.222222222222225,10.8186965,106.6518346
Hobart,https://www.timeanddate.com/weather/australia/hobart,2026-01-01 09:31:00,52,11.11111111111111,-42.8825088,147.3281233
Hong Kong,https://www.timeanddate.com/weather/hong-kong/hong-kong,2026-01-01 07:31:00,82,27.77777777777778,22.2818333,114.1582831
Honiara,https://www.timeanddate.com/weather/solomon-islands/honiara,2026-01-01 10:31:00,76,24.444444444444446,-9.4310769,159.9552552
Honolulu,https://www.timeanddate.com/weather/usa/honolulu,2026-01-01 13:31:00,87,30.555555555555557,21.304547,-157.855676
Houston,https://www.timeanddate.com/weather/usa/houston,2026-01-01 18:31:00,81,27.222222222222225,29.7589382,-95.3676974
Hovd,https://www.timeanddate.com/weather/mongolia/hovd,2026-01-01 06:31:00,58,14.444444444444445,46.8997977,92.2959651
Indianapolis,https://www.timeanddate.com/weather/usa/indianapolis,2026-01-01 19:31:00,74,23.333333333333336,39.7683331,-86.1583502
Indore,https://www.timeanddate.com/weather/india/indore,2026-01-01 05:01:00,83,28.333333333333336,22.7203616,75.8681996
Inuvik,https://www.timeanddate.com/weather/canada/inuvik,2026-01-01 17:31:00,57,13.88888888888889,68.3602632,-133.720386
Irkutsk,https://www.timeanddate.com/weather/russia/irkutsk,2026-01-01 07:31:00,61,16.11111111111111,52.2891225,104.279829
Islamabad,https://www.timeanddate.com/weather/pakistan/islamabad,2026-01-01 04:31:00,81,27.222222222222225,33.6938118,73.0651511
Istanbul,https://www.timeanddate.com/weather/turkey/istanbul,2026-01-01 02:31:00,68,20.0,41.006381,28.9758715
Ittoqqortoormiit,https://www.timeanddate.com/weather/greenland/ittoqqortoormiit,2026-01-01 22:31:00,38,3.3333333333333335,70.4856214,-21.961726
Izhevsk,https://www.timeanddate.com/weather/russia/izhevsk,2026-01-01 03:31:00,58,14.444444444444445,56.8605175,53.1977307
Jackson,https://www.timeanddate.com/weather/usa/jackson,2026-01-01 18:31:00,77,25.0,32.2998686,-90.1830408
Jakarta,https://www.timeanddate.com/weather/indonesia/jakarta,2026-01-01 06:31:00,77,25.0,-6.1754049,106.827168
Jayapura,https://www.timeanddate.com/weather/indonesia/jayapura,2026-01-01 08:31:00,77,25.0,-2.5387539,140.7037389
Jerusalem,https://www.timeanddate.com/weather/israel/jerusalem,2026-01-01 02:31:00,68,20.0,31.7788472,35.2257856
Johannesburg,https://www.timeanddate.com/weather/south-africa/johannesburg,2026-01-01 01:31:00,52,11.11111111111111,-26.205,28.049722
Juneau,https://www.timeanddate.com/weather/usa/juneau,2026-01-01 15:31:00,54,12.222222222222223,58.3019613,-134.4196751
Kaliningrad,https://www.timeanddate.com/weather/russia/kaliningrad,2026-01-01 01:31:00,50,10.0,54.7046485,20.4565666
Kampala,https://www.timeanddate.com/weather/uganda/kampala,2026-01-01 02:31:00,70,21.11111111111111,0.3177137,32.5813539
Kangerlussuaq,https://www.timeanddate.com/weather/greenland/kangerlussuaq,2026-01-01 22:31:00,61,16.11111111111111,67.0086767,-50.6913356
Kansas City,https://www.timeanddate.com/weather/usa/kansas-city,2026-01-01 18:31:00,81,27.222222222222225,39.100105,-94.5781416
Karachi,https://www.timeanddate.com/weather/pakistan/karachi,2026-01-01 04:31:00,86,30.0,24.8546842,67.0207055
Kathmandu,https://www.timeanddate.com/weather/nepal/kathmandu,2026-01-01 05:16:00,70,21.11111111111111,27.708317,85.3205817
Kazan,https://www.timeanddate.com/weather/russia/kazan,2026-01-01 02:31:00,55,12.777777777777779,55.7946485,49.1115022
Kemi,https://www.timeanddate.com/weather/finland/kemi,2026-01-01 02:31:00,55,12.777777777777779,65.7333404,24.5666495
Khatanga,https://www.timeanddate.com/weather/russia/khatanga,2026-01-01 06:31:00,37,2.7777777777777777,72.5720585,104.2904408
Kigali,https://www.timeanddate.com/weather/rwanda/kigali,2026-01-01 01:31:00,68,20.0,-1.9534357,30.1140089
Kingston,https://www.timeanddate.com/weather/jamaica/kingston,2026-01-01 18:31:00,84,28.88888888888889,17.9712148,-76.7928128
Kingstown,https://www.timeanddate.com/weather/saint-vincent-and-grenadines/kingstown,2026-01-01 19:31:00,82,27.77777777777778,13.1561864,-61.2279621
Kinshasa,https://www.timeanddate.com/weather/congo-demrep/kinshasa,2026-01-01 00:31:00,73,22.77777777777778,-4.3196982,15.3424196
Kiritimati,https://www.timeanddate.com/weather/kiribati/kiritimati,2026-01-01 13:31:00,88,31.111111111111114,1.872,-157.3842085
Knoxville,https://www.timeanddate.com/weather/usa/knoxville,2026-01-01 19:31:00,79,26.11111111111111,35.9603948,-83.9210261
Kobe,https://www.timeanddate.com/weather/japan/kobe,2026-01-01 08:31:00,79,26.11111111111111,34.6932379,135.1943764
Kolkata,https://www.timeanddate.com/weather/india/kolkata,2026-01-01 05:01:00,84,28.88888888888889,22.5726459,88.3638953
Komsomolsk-on-Amur,https://www.timeanddate.com/weather/russia/komsomolsk-on-amur,2026-01-01 09:31:00,65,18.333333333333336,50.561797,136.9995057
Krasnoyarsk,https://www.timeanddate.com/weather/russia/krasnoyarsk,2026-01-01 06:31:00,53,11.666666666666668,56.0091173,92.872586
Kuala Lumpur,https://www.timeanddate.com/weather/malaysia/kuala-lumpur,2026-01-01 07:31:00,81,27.222222222222225,3.1516964,101.6942371
Kuujjuaq,https://www.timeanddate.com/weather/canada/kuujjuaq,2026-01-01 19:31:00,64,17.77777777777778,58.1066864,-68.4038778
Kuwait City,https://www.timeanddate.com/weather/kuwait/kuwait-city,2026-01-01 02:31:00,96,35.55555555555556,29.3796532,47.9734174
Kyiv,https://www.timeanddate.com/weather/ukraine/kyiv,2026-01-01 02:31:00,57,13.88888888888889,50.4500336,30.5241361
Kyoto,https://www.timeanddate.com/weather/japan/kyoto,2026-01-01 08:31:00,79,26.11111111111111,35.0115754,135.7681441
La Paz (Bolivia),https://www.timeanddate.com/weather/bolivia/la-paz,2026-01-01 19:31:00,58,14.444444444444445,-16.4955455,-68.1336229
Lagos,https://www.timeanddate.com/weather/nigeria/lagos,2026-01-01 00:31:00,81,27.222222222222225,6.4550575,3.3941795
Lahore,https://www.timeanddate.com/weather/pakistan/lahore,2026-01-01 04:31:00,84,28.88888888888889,31.5656822,74.3141829
Las Vegas,https://www.timeanddate.com/weather/usa/las-vegas,2026-01-01 16:31:00,108,42.22222222222222,36.1674263,-115.1484131
Lhasa,https://www.timeanddate.com/weather/china/lhasa,2026-01-01 07:31:00,58,14.444444444444445,29.6542054,91.1173015
Libreville,https://www.timeanddate.com/weather/gabon/libreville,2026-01-01 00:31:00,75,23.88888888888889,0.4086518,9.4418849
Lima,https://www.timeanddate.com/weather/peru/lima,2026-01-01 18:31:00,74,23.333333333333336,-12.0459808,-77.0305912
Lincoln,https://www.timeanddate.com/weather/usa/lincoln,2026-01-01 18:31:00,81,27.222222222222225,40.8088861,-96.7077751
Lisbon,https://www.timeanddate.com/weather/portugal/lisbon,2026-01-01 00:31:00,66,18.88888888888889,38.7077507,-9.1365919
Little Rock,https://www.timeanddate.com/weather/usa/little-rock,2026-01-01 18:31:00,87,30.555555555555557,34.7465071,-92.2896267
Ljubljana,https://www.timeanddate.com/weather/slovenia/ljubljana,2026-01-01 01:31:00,63,17.22222222222222,46.0500268,14.5069289
Lomé,https://www.timeanddate.com/weather/togo/lome,2026-01-01 23:31:00,81,27.222222222222225,6.130419,1.215829
London,https://www.timeanddate.com/weather/uk/london,2026-01-01 00:31:00,64,17.77777777777778,51.5074456,-0.1277653
Longyearbyen,https://www.timeanddate.com/weather/norway/longyearbyen,2026-01-01 01:31:00,43,6.111111111111112,78.2231558,15.6463656
Los Angeles,https://www.timeanddate.com/weather/usa/los-angeles,2026-01-01 16:31:00,70,21.11111111111111,34.0536909,-118.242766
